dispatch_id,equipment_id,customer_id,dispatch_date,technician,service_type,hours_spent,labor_cost,resolution_summary,status
DISP-12527,EQ-6799,C-1249,06/11/2021,Lisa Rodriguez,Preventive Maintenance,2.9,348.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-12528,EQ-6055,C-1276,2022-05-20,Lisa Rodriguez,Emergency Repair,8.8,836.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12529,EQ-5259,C-1461,2022-05-31,Michael Brown,Warranty Replacement,1.1,82.5,Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-12530,EQ-6588,C-1506,2024/03/30,Patricia Davis,Software Update,3.7,444.0,<div>Performed standard preventive check. Updated firmware to v4.2.1.</div>,COMPLETED
DISP-12531,EQ-7121,C-1520,2023/10/28,Mike   Johnson,Software Update,5.1,612.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12532,EQ-6159,C-1442,2022/04/16,Patricia Davis,Corrective Maintenance,1.5,180.0,<p>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</p>,Cancelled
DISP-12533,EQ-6899,C-1237,12-25-2021,Michael Brown,Corrective Maintenance,2.1,315.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-12534,EQ-5653,C-1296,07-20-2021,Lisa Rodriguez,Software Update,1.2,144.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12535,EQ-6923,C-1188,2021-10-07,Sarah Williams,Diagnostic,7.1,852.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-12536,EQ-6954,C-1442,2022-05-17,Lisa Rodriguez,Diagnostic,11.8,885.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-12537,EQ-7387,C-1385,07-23-2024,Mike Johnson,Installation,7.3,1095.0,Performed standard preventive check. Updated firmware to v4.2.1.,COMPLETED
DISP-12538,EQ-6297,C-1323,2021-11-22T00:00:00Z,Mike Johnson,Emergency Repair,5.6,840.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12539,EQ-6487,C-1351,2022-10-13,Lisa Rodriguez,Emergency Repair,1.4,168.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-12540,EQ-6017,C-1059,2022-05-04,Michael Brown,Corrective Maintenance,9.6,1152.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-12541,EQ-6791,C-1347,2023-11-15,Jennifer Chen,Preventive Maintenance,6.7,502.5,Replaced faulty thermal sensor and verified system bus voltage.,In Progress
DISP-12542,EQ-7233,C-1291,10/30/2023,   ,Preventive Maintenance,1.9,228.0,Replaced burnt fuse block. Test run completed successfully.,COMPLETED
DISP-12543,EQ-6539,C-1048,2022-06-29,Maria Garcia,Emergency Repair,10.6,795.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-12544,EQ-7180,C-1025,2024-06-27T00:00:00Z,David Lee,Software Update,4.3,USD 322.50,<html><body>Calibrated inverter output. System operating within normal parameters.</body></html>,COMPLETED
DISP-12545,EQ-7065,C-1304,2022-12-13,Jennifer Chen,Emergency Repair,11.2,840.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12546,EQ-5902,C-1448,2024/02/12,Jennifer Chen,Diagnostic,8.1,1215.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-12547,EQ-5550,C-1239,2023/08/06,   Robert Martinez,Diagnostic,2.8,336.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-12548,EQ-6062,C-1175,2022-04-14T00:00:00Z,Lisa Rodriguez,Warranty Replacement,9.9,742.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-12549,EQ-5046,C-1018,02-11-2022,Michael Brown,Preventive Maintenance,2.4,180.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-12550,EQ-6981,C-1089,06-08-2023,Robert Martinez,Installation,2.7,405.0,Calibrated inverter output. System operating within normal parameters.,COMPLETED
DISP-12551,EQ-7289,C-1169,05-19-2022,Carlos Sanchez,Installation,6.1,915.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-12552,EQ-6877,C-1241,12/04/2023,  Maria Garcia  ,Preventive Maintenance,8.7,1305.0,<strong>Calibrated inverter output. System operating within normal parameters.</strong>,In Progress
DISP-12553,EQ-6424,C-1362,02-08-2022,  Robert Martinez  ,Diagnostic,12.0,900.0,<html>Performed standard preventive check. Updated firmware to v4.2.1.</html>,Pending
DISP-12554,EQ-5211,C-1025,04-09-2023,Michael Brown  ,Warranty Replacement,6.0,570.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12555,EQ-5461,C-1242,2023-03-18,Mike Johnson,Diagnostic,10.5,787.5,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-12556,EQ-7477,C-1500,08/03/2021,James Wilson,Corrective Maintenance,11.4,1083.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-12557,EQ-6856,C-1197,2022-05-31T00:00:00Z,Lisa Rodriguez,Software Update,2.1,315.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12558,EQ-6887,C-1217,2024/03/02,Jennifer Chen,Emergency Repair,6.0,570.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-12559,EQ-6541,C-1252,05/14/2024,David Lee,Corrective Maintenance,5.2,494.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-12560,EQ-6847,C-1071,01-08-2022,Amanda Thompson,Warranty Replacement,2.9,217.5,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
DISP-12561,EQ-6303,C-1159,02/19/2024,David Lee,Warranty Replacement,9.9,1485.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Cancelled
DISP-12562,EQ-6569,C-1310,10/13/2022,Michael Brown,Warranty Replacement,9.1,682.5,<strong>Replaced burnt fuse block. Test run completed successfully.</strong>,COMPLETED
DISP-12563,EQ-5064,C-1488,2023-07-14,Patricia Davis,Corrective Maintenance,5.9,708.0,<p>Replaced faulty thermal sensor and verified system bus voltage.</p>,Completed
DISP-12564,EQ-7384,C-1279,09/11/2023,  Sarah Williams  ,Preventive Maintenance,5.4,513.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12565,EQ-6496,C-1217,01/24/2024,Sarah Williams,Warranty Replacement,2.3,345.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12566,EQ-7378,C-1369,2022/03/11,Michael Brown,Emergency Repair,10.0,950.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-12567,EQ-6466,C-1236,2021/10/16,Robert Martinez,Warranty Replacement,8.8,660.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-12568,EQ-7323,C-1494,2022-02-22,Patricia Davis,Installation,400.5,60075.0,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12569,EQ-6611,C-1313,2024/04/10,   ,Corrective Maintenance,10.5,997.5,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12570,EQ-5192,C-1214,07/08/2021,Sarah Williams,Diagnostic,3.1,372.0,Performed standard preventive check. Updated firmware to v4.2.1.,Pending
DISP-12571,EQ-6625,C-1143,2021-06-22T00:00:00Z,Maria Garcia,Preventive Maintenance,4.6,345.0,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-12572,EQ-6291,C-1069,2024-06-03,Carlos Sanchez,Software Update,12.0,1140.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,completed
DISP-12573,EQ-5493,C-1188,2021-10-05,Robert Martinez,Installation,1.0,150.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12574,EQ-5238,C-1189,2022-10-11T00:00:00Z,Michael Brown,Diagnostic,8.4,1260.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12575,EQ-5616,C-1278,06/16/2021,Jennifer   Chen,Corrective Maintenance,3.6,270.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-12576,EQ-6227,C-1407,2021-08-15T00:00:00Z,Amanda Thompson,Installation,10.6,1272.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12577,EQ-5351,C-1088,02-07-2022,Maria Garcia,Diagnostic,7.8,1170.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12578,EQ-6043,C-1473,10/15/2022,Carlos Sanchez,Corrective Maintenance,5.5,522.5,<b>Replaced burnt fuse block. Test run completed successfully.</b>,Cancelled
DISP-12579,EQ-6854,C-1143,2024/05/31,Patricia Davis,Preventive Maintenance,7.9,1185.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-12580,EQ-7490,C-1092,09/21/2021,Lisa   Rodriguez,Installation,4.9,465.5,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12581,EQ-6112,C-1212,06-01-2022,Michael Brown,Software Update,5.8,435.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12582,EQ-6990,C-1079,08-28-2022,Carlos Sanchez,Diagnostic,7.1,674.5,<html>Replaced faulty thermal sensor and verified system bus voltage.</html>,Pending
DISP-12583,EQ-6533,C-1412,06/27/2021,Mike Johnson,Installation,1.7,161.5,Replaced burnt fuse block. Test run completed successfully.,Completed
DISP-12584,EQ-6656,C-1514,06/03/2021,Robert Martinez,Corrective Maintenance,3.1,$294.50,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,COMPLETED
DISP-12585,EQ-5500,C-1448,2024-02-23,NULL,Software Update,2.2,209.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12586,EQ-7286,C-1349,02-01-2022,Robert Martinez,Diagnostic,286.2,27189.0,<p>Replaced faulty thermal sensor and verified system bus voltage.</p>,Pending
DISP-12587,EQ-6327,C-1483,2024-04-14,James Wilson,Emergency Repair,5.7,855.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-12588,EQ-6879,C-1347,2021-07-15T00:00:00Z,David Lee  ,Diagnostic,11.7,"$1,111.50",Replaced burnt fuse block. Test run completed successfully.,Cancelled
DISP-12589,EQ-6288,C-1120,2022-08-12,Maria Garcia  ,Warranty Replacement,10.9,1308.0,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12590,EQ-6768,C-1201,05/06/2023,  Carlos Sanchez  ,Diagnostic,8.0,1200.0,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-12591,EQ-5546,C-1012,12/08/2023,Maria Garcia,Preventive Maintenance,11.3,1356.0,<strong>Performed standard preventive check. Updated firmware to v4.2.1.</strong>,completed
DISP-12592,EQ-6718,C-1300,2021-10-26T00:00:00Z,Carlos Sanchez,Corrective Maintenance,2.6,195.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-12593,EQ-7332,C-1106,02/03/2023,Lisa Rodriguez,Corrective Maintenance,3.4,323.0,Replaced faulty thermal sensor and verified system bus voltage.,completed
DISP-12594,EQ-7024,C-1201,06/26/2021,Michael Brown,Software Update,8.8,836.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-12595,EQ-6123,C-1224,2021-08-25T00:00:00Z,Mike Johnson,Installation,2.5,$237.50,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-12596,EQ-6596,C-1135,06/04/2021,Lisa Rodriguez,Software Update,2.3,218.5,<b>Performed standard preventive check. Updated firmware to v4.2.1.</b>,In Progress
DISP-12597,EQ-6224,C-1101,2021-11-30,Sarah Williams,Preventive Maintenance,1.1,104.5,Performed standard preventive check. Updated firmware to v4.2.1.,Completed
DISP-12598,EQ-6064,C-1355,2022-01-02,Lisa Rodriguez,Preventive Maintenance,1.7,161.5,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-12599,EQ-7275,C-1190,05-29-2023,Michael Brown,Diagnostic,3.1,465,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-12600,EQ-5269,C-1211,2023/06/07,James Wilson,Emergency Repair,2.1,199.5,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-12601,EQ-6503,C-1154,04/05/2022,   ,Software Update,4.1,389.5,<b>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</b>,completed
DISP-12602,EQ-5627,C-1338,12/18/2021,,Preventive Maintenance,1.2,180.0,<html>Replaced burnt fuse block. Test run completed successfully.</html>,Pending
DISP-12603,EQ-6531,C-1236,08-04-2021,   James Wilson,Emergency Repair,4.8,456.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12604,EQ-6638,C-1349,09/24/2022,David Lee,Corrective Maintenance,7.8,585.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12605,EQ-99475,C-99228,2024-08-09T00:00:00Z,Sarah Williams,Emergency Repair,10.8,1620.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-12606,EQ-6007,C-1079,07-12-2024,Robert Martinez,Software Update,8.6,1290.0,Performed standard preventive check. Updated firmware to v4.2.1.,Cancelled
DISP-12607,EQ-5288,C-1053,07/13/2022,   ,Installation,7.0,665.0,Calibrated inverter output. System operating within normal parameters.,completed
DISP-12608,EQ-6650,C-1343,2022-09-28T00:00:00Z,Michael Brown,Corrective Maintenance,2.6,195,<p>Performed standard preventive check. Updated firmware to v4.2.1.</p>,Pending
DISP-12609,EQ-5862,C-1380,2023/10/06,Mike Johnson,Emergency Repair,6.2,930.0,Performed standard preventive check. Updated firmware to v4.2.1.,In Progress
DISP-12610,EQ-7085,C-1058,2024-07-06T00:00:00Z,Patricia Davis,Warranty Replacement,6.5,780.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12611,EQ-6885,C-1117,2022-05-08T00:00:00Z,Lisa Rodriguez,Emergency Repair,6.9,655.5,<html><body>Calibrated inverter output. System operating within normal parameters.</body></html>,COMPLETED
DISP-12612,EQ-6202,C-1057,05-31-2023,Robert Martinez,Preventive Maintenance,6.3,945.0,<strong>Replaced faulty thermal sensor and verified system bus voltage.</strong>,Pending
DISP-12613,EQ-5277,C-1483,02/19/2022,Sarah Williams,Warranty Replacement,9.4,893.0,Calibrated inverter output. System operating within normal parameters.,Pending
DISP-12614,EQ-6699,C-1261,2023/08/14,   Mike Johnson,Installation,8.4,1008.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-12615,EQ-5238,C-1189,2023-05-28T00:00:00Z,David Lee,Emergency Repair,11.3,1695.0,<html><body>Calibrated inverter output. System operating within normal parameters.</body></html>,Completed
DISP-12616,EQ-6625,C-1143,2021/07/07,Jennifer Chen,Preventive Maintenance,1.8,216.0,<html><body>Replaced faulty thermal sensor and verified system bus voltage.</body></html>,completed
DISP-12617,EQ-7322,C-1146,2022/01/14,Sarah Williams,Installation,7.9,$1185.00,<strong>Performed standard preventive check. Updated firmware to v4.2.1.</strong>,Pending
DISP-12618,EQ-5055,C-1023,2024-05-08T00:00:00Z,James Wilson,Preventive Maintenance,7.2,864.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-12619,EQ-6327,C-1483,2024-08-07,Sarah Williams,Diagnostic,10.7,1016.5,Calibrated inverter output. System operating within normal parameters.,Cancelled
DISP-12620,EQ-7053,C-1421,08/11/2023,  David Lee  ,Diagnostic,9.3,1395.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-12621,EQ-6981,C-1089,2024-05-14T00:00:00Z,Robert Martinez,Corrective Maintenance,10.4,1560.0,<p>Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.</p>,Cancelled
DISP-12622,EQ-6187,C-1456,2024-04-08T00:00:00Z,Carlos Sanchez,Software Update,3.4,408.0,<strong>Performed standard preventive check. Updated firmware to v4.2.1.</strong>,Completed
DISP-12623,EQ-6013,C-1344,2022-01-14,Amanda Thompson  ,Warranty Replacement,4.0,600.0,<html>Performed standard preventive check. Updated firmware to v4.2.1.</html>,COMPLETED
DISP-12624,EQ-6340,C-1268,2023-02-24,   Robert Martinez,Diagnostic,8.6,817.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Completed
DISP-12625,EQ-6628,C-1395,2022/06/17,Michael Brown,Diagnostic,10.8,1026.0,Performed standard preventive check. Updated firmware to v4.2.1.,completed
DISP-12626,EQ-6638,C-1349,2023-12-12T00:00:00Z,Sarah Williams,Corrective Maintenance,2.6,312.0,Calibrated inverter output. System operating within normal parameters.,Completed
DISP-12627,EQ-5082,C-1196,2023/10/02,Maria Garcia,Preventive Maintenance,1.1,82.5,Replaced burnt fuse block. Test run completed successfully.,completed
DISP-12628,EQ-5020,C-1511,2021-08-19,Jennifer Chen,Warranty Replacement,4.2,504.0,Replaced burnt fuse block. Test run completed successfully.,Pending
DISP-12629,EQ-6966,C-1119,12/06/2022,Jennifer Chen,Installation,3.4,255.0,Replaced burnt fuse block. Test run completed successfully.,COMPLETED
DISP-12630,EQ-5404,C-1457,01/05/2023,Sarah Williams,Diagnostic,1.8,270.0,Replaced faulty thermal sensor and verified system bus voltage.,Completed
DISP-12631,EQ-6297,C-1323,2023/08/18,Robert Martinez,Corrective Maintenance,7.8,1170.0,Replaced faulty thermal sensor and verified system bus voltage.,COMPLETED
DISP-12632,EQ-5743,C-1319,06-11-2023,Lisa Rodriguez,Warranty Replacement,6.4,608.0,<div>Performed standard preventive check. Updated firmware to v4.2.1.</div>,completed
DISP-12633,EQ-6322,C-1340,2024-03-25,Michael Brown,Emergency Repair,7.5,1125.0,Replaced burnt fuse block. Test run completed successfully.,In Progress
DISP-12634,EQ-7276,C-1294,10/17/2021,Michael Brown,Corrective Maintenance,10.6,1272.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-12635,EQ-6880,C-1466,07-17-2022,Mike Johnson,Software Update,10.6,795.0,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,Pending
DISP-12636,EQ-5060,C-1416,07-22-2024,Mike Johnson,Preventive Maintenance,5.5,412.5,Calibrated inverter output. System operating within normal parameters.,In Progress
DISP-12637,EQ-5054,C-1287,2022-12-19T00:00:00Z,  Robert Martinez  ,Diagnostic,8.5,807.5,Emergency dispatch for over-temperature alarm. Cleaned heat exchanger.,In Progress
DISP-12638,EQ-6323,C-1456,10/21/2023,Robert Martinez,Diagnostic,8.5,1020.0,Replaced faulty thermal sensor and verified system bus voltage.,Pending
DISP-12639,EQ-5496,C-1182,2023-06-15T00:00:00Z,Maria Garcia,Preventive Maintenance,1.0,120.0,Replaced faulty thermal sensor and verified system bus voltage.,Cancelled
