equipment_id,customer_id,model,serial_number,install_date,capacity_kw,voltage,warranty_expiration,status,location_notes
EQ-7196,C-1077,X-7000,SN-X7000-62622,2024-03-21,500,480V,2025-03-21T00:00:00Z,Standby,<html>Underground vault 4</html>
EQ-6429,C-1503,X-9000,SN-X9000-46692,2023/04/02,1000,480V,04/01/2025,Maintenance,Rooftop solar coupler
EQ-7023,C-1379,X-3000,SN-X3000-46068,08/02/2021,100,120V,2022-08-02,Standby,<html><body>Rooftop solar coupler</body></html>
EQ-5202,C-1412,X-12000,SN-X12000-42649,2023-12-27,1500,600V,2026/12/26,Maintenance,Primary power grid node
EQ-6959,C-1177,X-12000,SN-X12000-82553,05-22-2021,1500,600V,05/22/2023,In Service,Backup unit near loading dock
EQ-5815,C-1483,X-3000,SN-X3000-65914,2021-06-26T00:00:00Z,100,120V,2024-06-25,In Service,Underground vault 4
EQ-6433,C-1422,X-3000,SN-X3000-65214,11-13-2023,100,120V,11/12/2025,In Service,
EQ-7150,C-1343,X-9000,SN-X9000-74961,12-08-2023,1000,480V,2025-12-07T00:00:00Z,In Service,Underground vault 4
EQ-7338,C-1316,X-3000,SN-X3000-43373,07-24-2021,100,120V,07/24/2023,Standby,Underground vault 4
EQ-6559,C-1126,X-9000,SN-X9000-59315,07/01/2022,1000,480V,2024/06/30,Maintenance,
EQ-6546,C-1472,X-9000,SN-X9000-35198,2021-06-06,1000,480V,2023-06-06T00:00:00Z,Maintenance,Substation B switchgear bay
EQ-6572,C-1357,X-12000,SN-X12000-10868,2023-11-21,1500,600V,11/20/2024,In Service,High humidity bay installation
EQ-6194,C-1138,X-7000,SN-X7000-82550,2022-09-17,500,480V,2023/09/17,In Service,<div>Backup unit near loading dock</div>
EQ-7253,C-1348,X-7000,SN-X7000-70903,2023-05-18T00:00:00Z,500,480V,2025-05-17T00:00:00Z,In Service,High humidity bay installation
EQ-5221,C-1426,X-5000,SN-X5000-13121,12/26/2022,250,240V,2023/12/26,IN SERVICE,Backup unit near loading dock
EQ-5697,C-1439,X-12000,SN-X12000-95032,04/20/2024,1500,600V,04/20/2026,in service,Backup unit near loading dock
EQ-6201,C-1092,X-3000,SN-X3000-38546,02/08/2023,100,120V,02/08/2024,Maintenance,Substation B switchgear bay
EQ-5663,C-1065,X-3000,SN-X3000-91045,2022/12/19,100,120V,2025-12-18T00:00:00Z,In Service,High humidity bay installation
EQ-6001,C-1215,X-5000,SN-X5000-92681,2022-12-03T00:00:00Z,250,240V,12/03/2023,Maintenance,Primary power grid node
EQ-5660,C-1276,X-7000,SN-X7000-61171,2024/05/29,500,480V,2027/05/29,in service,Rooftop solar coupler
EQ-6641,C-1154,X-3000,SN-X3000-29988,2023-05-19,100,120V,05-18-2026,Maintenance,Underground vault 4
EQ-6925,C-1199,X-12000,SN-X12000-34863,07-01-2023,1500,600V,06-30-2026,decommissioned,  High humidity bay installation  
EQ-5374,C-1347,X-9000,SN-X9000-95151,01/02/2022,1000,480V,01/02/2023,Decommissioned,   
EQ-5810,C-1482,X-3000,SN-X3000-89921,01-02-2024,100,120V,2027-01-01T00:00:00Z,In Service,<b>High humidity bay installation</b>
EQ-5119,C-1096,X-9000,SN-X9000-60160,2022/05/20,1000,480V,05-19-2024,Standby,Rooftop solar coupler
EQ-6221,C-1132,X-7000,SN-X7000-78134,2024-04-17,500,480V,2026/04/17,In Service,Rooftop solar coupler
EQ-5853,C-1237,X-12000,SN-X12000-77331,2023-08-11,1500,600V,2024-08-10,IN SERVICE,Rooftop solar coupler
EQ-6368,C-1024,X-12000,SN-X12000-64430,2022-01-15,1500,600V,01/15/2024,IN SERVICE,Substation B switchgear bay
EQ-5836,C-1492,X-5000,SN-X5000-58658,2022/08/05,250,240V,08/04/2025,Standby,Primary power grid node
EQ-6034,C-1418,X-3000,SN-X3000-21773,2023-12-16T00:00:00Z,100,120V,2026-12-15T00:00:00Z,IN SERVICE,Underground vault 4
EQ-7167,C-1242,X-7000,SN-X7000-69665,06/13/2024,500,480V,06/13/2026,IN SERVICE,Primary power grid node
EQ-5524,C-1030,X-9000,SN-X9000-13448,2022-06-13T00:00:00Z,1000,480V,06/12/2024,In Service,NULL
EQ-6521,C-1390,X-12000,SN-X12000-67885,08/07/2021,1500,600V,08/06/2024,in service,Substation B switchgear bay
EQ-6363,C-1481,X-3000,SN-X3000-13032,2023-03-26,100,120V,2024-03-25,Maintenance,High humidity bay installation
EQ-5062,C-1148,X-12000,SN-X12000-23489,12-06-2022,1500,600V,12/05/2025,IN SERVICE,Substation B switchgear bay
EQ-6616,C-1374,X-3000,SN-X3000-38383,2022-01-30,100,120V,2024-01-30T00:00:00Z,Decommissioned,
EQ-5048,C-1153,X-9000,SN-X9000-93461,2022-07-11T00:00:00Z,1000,480V,2023-07-11,IN SERVICE,Substation B switchgear bay
EQ-6291,C-1069,X-9000,SN-X9000-88364,2023-10-21T00:00:00Z,1000,480V,2026-10-20T00:00:00Z,Maintenance,Backup unit near loading dock
EQ-7093,C-1058,X-7000,SN-X7000-58314,2023/11/13,500,480V,11-12-2024,Standby,<p>Rooftop solar coupler</p>
EQ-6471,C-1511,X-5000,SN-X5000-22290,06/06/2023,250,240V,06/05/2025,Standby,High humidity bay installation
EQ-6127,C-1320,X-5000,SN-X5000-52323,02-04-2023,250,240V,2025/02/03,Standby,NULL
EQ-7290,C-1354,X-3000,SN-X3000-15714,06/28/2021,100,120V,06-28-2022,Standby,Rooftop solar coupler
EQ-5042,C-1362,X-3000,SN-X3000-73020,08-01-2021,100,120V,2023/08/01,Maintenance,Underground vault 4
EQ-6957,C-1019,X-7000,SN-X7000-64658,2022-06-11T00:00:00Z,500,480V,06/10/2025,in service,Substation B switchgear bay
EQ-7246,C-1112,X-7000,SN-X7000-35817,06/03/2023,500,480V,2026/06/02,Maintenance,Primary power grid node
EQ-5315,C-1349,X-9000,SN-X9000-57737,2022-02-15,1000,480V,02-15-2024,IN SERVICE,High humidity bay installation
EQ-6294,C-1152,X-9000,SN-X9000-57823,01-25-2022,1000,480V,01-24-2025,IN SERVICE,High humidity bay installation
EQ-7242,C-1016,X-7000,SN-X7000-80476,06/10/2022,500,480V,2024-06-09,Standby,Substation B switchgear bay
EQ-6135,C-1402,X-9000,SN-X9000-23691,2024-02-07,1000,480V,02/06/2026,Decommissioned,Underground vault 4
EQ-5981,C-1130,X-9000,SN-X9000-64478,2022/09/08,1000,480V,09/07/2024,Maintenance,Backup unit near loading dock
EQ-7092,C-1375,X-7000,SN-X7000-15657,05-30-2023,500,480V,05-29-2025,Standby,Underground vault 4
EQ-5176,C-1029,X-7000,SN-X7000-58492,2021/08/20,500,480V,08/20/2022,IN SERVICE,<html><body>Substation B switchgear bay</body></html>
EQ-6168,C-1242,X-7000,SN-X7000-26546,06-18-2022,500,480V,2024-06-17T00:00:00Z,IN SERVICE,Substation B switchgear bay
EQ-5952,C-1289,X-7000,SN-X7000-51654,2021-10-10,500,480V,2023-10-10T00:00:00Z,IN SERVICE,Underground vault 4
EQ-6391,C-1087,X-7000,SN-X7000-65177,2022/04/03,500,480V,2023-04-03,Standby,Backup unit near loading dock
EQ-6011,C-1481,X-7000,SN-X7000-56128,2023-03-28,500,480V,03/27/2024,Standby,Rooftop solar coupler
EQ-6275,C-1001,X-7000,SN-X7000-57807,2022-08-04T00:00:00Z,500,480V,08/04/2023,Decommissioned,Underground vault 4
EQ-6153,C-1039,X-12000,SN-X12000-85060,2021-04-02,1500,600V,04-02-2023,Maintenance,Backup unit near loading dock
EQ-6929,C-1481,X-5000,SN-X5000-83732,09/26/2022,250,240V,2023/09/26,Standby,
EQ-5599,C-1047,X-7000,SN-X7000-33281,01/26/2024,500,480V,01-25-2025,Decommissioned,<b>Substation B switchgear bay</b>
EQ-5724,C-1402,X-5000,SN-X5000-11221,2022-01-05,250,240V,01/05/2023,IN SERVICE,NULL
EQ-5777,C-1325,X-12000,SN-X12000-12369,04-19-2024,1500,600V,2025-04-19T00:00:00Z,in service,   
EQ-6195,C-1136,X-3000,SN-X3000-87552,10-22-2021,100,120V,2022/10/22,Decommissioned,<html><body>Rooftop solar coupler</body></html>
EQ-6602,C-1161,X-7000,SN-X7000-37788,2022-04-11T00:00:00Z,500,480V,04/10/2025,in service,Backup unit near loading dock
EQ-6035,C-1188,X-9000,SN-X9000-43527,2021-06-15T00:00:00Z,1000,480V,2024-06-14,In Service,Substation B switchgear bay
EQ-5403,C-1498,X-12000,SN-X12000-24267,2024/04/09,1500,600V,04-09-2026,IN SERVICE,Backup unit near loading dock
EQ-6806,C-1410,X-7000,SN-X7000-97966,09/01/2023,500,480V,08/31/2025,Standby,   
EQ-5822,C-1297,X-9000,SN-X9000-10614,2023/03/04,1000,480V,03-03-2024,in service,Backup unit near loading dock
EQ-5282,C-1258,X-5000,NULL,2023-11-20T00:00:00Z,250,240V,11/19/2025,IN SERVICE,<b>Backup unit near loading dock</b>
EQ-5866,C-1441,X-12000,SN-X12000-29671,05/08/2021,1500,600V,2022-05-08,Standby,<strong>High humidity bay installation</strong>
EQ-7082,C-1154,X-5000,SN-X5000-29386,10/08/2022,250,240V,2023-10-08T00:00:00Z,Maintenance,Underground vault 4
EQ-5999,C-1090,X-7000,SN-X7000-98840,2021-11-20,500,480V,2023-11-20,Standby,Substation B switchgear bay
EQ-7359,C-1463,X-7000,SN-X7000-49303,2022/08/02,500,480V,08/01/2025,In Service,Substation B switchgear bay
EQ-6913,C-1106,X-7000,SN-X7000-68004,2021/10/03,500,480V,10-02-2024,Decommissioned,Substation B switchgear bay
EQ-5944,C-1414,X-5000,SN-X5000-48606,2022-08-18,250,240V,2024-08-17T00:00:00Z,IN SERVICE,<html>Substation B switchgear bay</html>
EQ-5576,C-1079,X-12000,SN-X12000-43113,03/25/2022,1500,600V,03/24/2024,IN SERVICE,Backup unit near loading dock
EQ-6268,C-1186,X-7000,SN-X7000-78477,10-29-2021,500,480V,2023/10/29,Decommissioned,Underground vault 4
EQ-7177,C-1366,X-5000,SN-X5000-55398,04/06/2023,250,240V,04/05/2026,Standby,High humidity bay installation
EQ-6869,C-1509,X-12000,SN-X12000-17910,06-24-2024,1500,600V,2026/06/24,in service,High humidity bay installation
EQ-6291,C-1069,X-9000,SN-X9000-88364,2023-10-21T00:00:00Z,1000,480V,2026-10-20T00:00:00Z,IN SERVICE,Backup unit near loading dock
EQ-6496,C-1217,X-3000,SN-X3000-69505,02/26/2023,100,120V,2025/02/25,Maintenance,Backup unit near loading dock
EQ-6296,C-1340,X-12000,SN-X12000-97041,2021-07-11,1500,600V,07-11-2022,in service,<b>Underground vault 4</b>
EQ-7117,C-1358,X-9000,SN-X9000-78269,04-04-2024,1000,480V,04/04/2026,in service,Primary power grid node
EQ-5355,C-1208,X-9000,SN-X9000-82318,02-08-2024,1000,480V,2027-02-07T00:00:00Z,IN SERVICE,Primary power grid node
EQ-5898,C-1239,X-9000,SN-X9000-39713,2023-11-15T00:00:00Z,1000,480V,11/14/2024,Maintenance,Primary power grid node
EQ-7241,C-1048,X-5000,   ,2022-04-07T00:00:00Z,250,240V,04/06/2024,Maintenance,Rooftop solar coupler
EQ-5687,C-1187,X-3000,   ,01-03-2024,100,120V,01/02/2026,In Service,Backup unit near loading dock
EQ-6754,C-1478,X-3000,SN-X3000-77193,01/26/2022,100,120V,2024/01/26,Standby,Underground vault 4
EQ-6459,C-1488,X-7000,SN-X7000-25686,05/18/2024,500,480V,2027/05/18,IN SERVICE,Substation B switchgear bay
EQ-5236,C-1208,X-9000,SN-X9000-85631,2023-03-21,1000,480V,03/20/2026,Maintenance,Underground vault 4
EQ-5133,C-1390,X-12000,SN-X12000-31129,2022-05-04,1500,600V,05/04/2023,Decommissioned,Backup unit near loading dock
EQ-7401,C-1475,X-7000,SN-X7000-61587,11/22/2022,500,480V,11/21/2024,Maintenance,
EQ-5277,C-1483,X-3000,SN-X3000-94603,08-11-2021,100,120V,08-11-2023,Standby,Primary power grid node
EQ-6200,C-1119,X-9000,SN-X9000-85706,11-08-2022,1000,480V,11-08-2023,IN SERVICE,NULL
EQ-6609,C-1251,X-12000,SN-X12000-86858,10-04-2021,1500,600V,10/04/2022,Standby,High humidity bay installation
EQ-5672,C-1343,X-9000,SN-X9000-24611,10/23/2022,1000,480V,10/23/2023,Standby,Primary power grid node
EQ-6306,C-1516,X-7000,SN-X7000-97459,08/13/2023,500,480V,08-12-2026,IN SERVICE,Rooftop solar coupler
EQ-6598,C-1431,X-5000,SN-X5000-85320,2021/06/17,250,240V,2024/06/16,Standby,<html><body>Primary power grid node</body></html>
EQ-6097,C-1418,X-3000,SN-X3000-19344,07/29/2023,100,120V,07/28/2025,Maintenance,High humidity bay installation
EQ-6472,C-1252,X-12000,SN-X12000-68038,2023-05-21T00:00:00Z,1500,600V,2025-05-20T00:00:00Z,Maintenance,
EQ-6267,C-1325,X-3000,SN-X3000-46942,2021/08/04,100,120V,2023-08-04T00:00:00Z,IN SERVICE,Primary power grid node
EQ-5667,C-1479,X-9000,SN-X9000-96217,2023-10-25,1000,480V,2024-10-24T00:00:00Z,In Service,Underground vault 4
EQ-6176,C-1087,X-9000,SN-X9000-87645,02/03/2022,1000,480V,02/03/2024,In Service,High humidity bay installation
EQ-7146,C-1208,X-5000,SN-X5000-82817,2021/10/29,250,240V,10/28/2024,IN SERVICE,Substation B switchgear bay
EQ-7189,C-1487,X-9000,SN-X9000-87945,09/13/2021,1000,480V,2023/09/13,In Service,Primary power grid node
EQ-6712,C-1249,X-12000,SN-X12000-68058,2023-01-18,1500,600V,2025-01-17,Maintenance,Substation B switchgear bay
EQ-6982,C-1001,X-3000,SN-X3000-75488,2024/06/19,100,120V,06/19/2025,In Service,Backup unit near loading dock
EQ-6470,C-1372,X-3000,SN-X3000-43708,09-18-2021,100,120V,2024/09/17,Decommissioned,Underground vault 4
EQ-7336,C-1332,X-3000,SN-X3000-98396,2023/11/17,100,120V,2026-11-16,Standby,High humidity bay installation
EQ-5890,C-1239,X-7000,SN-X7000-96050,2022-10-24,500,480V,2023-10-24,Standby,   
EQ-6613,C-1504,X-5000,SN-X5000-27225,04-19-2021,250,240V,2022-04-19,Maintenance,   
EQ-6059,C-1369,X-7000,SN-X7000-62184,07-11-2023,500,480V,07/10/2024,IN SERVICE,Substation B switchgear bay
EQ-6167,C-1182,X-7000,SN-X7000-77767,2023-05-16T00:00:00Z,500,480V,05-15-2024,IN SERVICE,Backup unit near loading dock
EQ-6560,C-1117,X-5000,SN-X5000-26148,12/23/2021,250,240V,2024-12-22,Decommissioned,Rooftop solar coupler
EQ-6065,C-1212,X-7000,SN-X7000-22723,01/16/2023,500,480V,2026/01/15,Maintenance,Substation B switchgear bay
EQ-5140,C-1442,X-3000,SN-X3000-48198,11/07/2021,100,120V,2023-11-07,Standby,Backup unit near loading dock
EQ-7113,C-1504,X-3000,SN-X3000-52684,2023-12-14T00:00:00Z,100,120V,2026-12-13,Standby,Rooftop solar coupler
EQ-6995,C-1377,X-12000,SN-X12000-18236,06/11/2021,1500,600V,06-10-2024,in service,Underground vault 4
EQ-6076,C-1367,X-12000,,05-03-2024,1500,600V,05/03/2025,In Service,Primary power grid node
EQ-7063,C-1379,X-3000,SN-X3000-54213,2021/08/16,100,120V,08/15/2024,IN SERVICE,Rooftop solar coupler
EQ-6321,C-1500,X-7000,SN-X7000-71547,11/12/2022,500,480V,2023-11-12,Standby,High humidity bay installation
EQ-5912,C-1271,X-9000,SN-X9000-22908,2021/12/31,1000,480V,2022-12-31T00:00:00Z,Decommissioned,<p>High humidity bay installation</p>
EQ-6529,C-1320,X-12000,SN-X12000-87740,2022-06-18,1500,600V,2024-06-17T00:00:00Z,Standby,Rooftop solar coupler
EQ-5843,C-1494,X-12000,SN-X12000-13407,2023-11-01,1500,600V,10/31/2024,Decommissioned,Rooftop solar coupler
EQ-5594,C-1268,X-7000,SN-X7000-88921,04/14/2022,500,480V,2023-04-14T00:00:00Z,In Service,Substation B switchgear bay
EQ-6213,C-1489,X-9000,SN-X9000-31591,2024/03/22,1000,480V,03-22-2027,IN SERVICE,<html><body>Primary power grid node</body></html>
EQ-5972,C-1265,X-3000,SN-X3000-37319,2022-08-28,100,120V,08-27-2025,in service,Backup unit near loading dock
EQ-7121,C-1520,X-3000,SN-X3000-21685,01-26-2023,100,120V,2026/01/25,Maintenance,NULL
EQ-6965,C-1420,X-12000,SN-X12000-50093,03/23/2023,1500,600V,03/22/2026,Maintenance,<html>High humidity bay installation</html>
EQ-6363,C-1481,X-3000,SN-X3000-13032,2023-03-26,100,120V,2024-03-25,In Service,High humidity bay installation
EQ-6868,C-1363,X-9000,SN-X9000-19970,12/07/2022,1000,480V,2024-12-06,in service,High humidity bay installation
EQ-5860,C-1394,X-9000,SN-X9000-41361,2021-11-14T00:00:00Z,1000,480V,2024-11-13T00:00:00Z,In Service,Primary power grid node
EQ-5167,C-1307,X-5000,SN-X5000-70735,2024/04/27,250,240V,04/27/2026,in service,Underground vault 4
EQ-5835,C-1323,X-7000,SN-X7000-18688,2021-05-11T00:00:00Z,500,480V,05/11/2022,Standby,Underground vault 4
EQ-5636,C-1311,X-12000,SN-X12000-18850,2023/03/24,1500,600V,03/23/2026,In Service,<p>Substation B switchgear bay</p>
EQ-5650,C-1226,X-12000,SN-X12000-36610,11-29-2021,1500,600V,2023/11/29,Maintenance,Primary power grid node
EQ-7126,C-1280,X-3000,SN-X3000-85771,2023-04-03,100,120V,04-02-2024,Maintenance,Backup unit near loading dock
EQ-5112,C-1416,X-3000,SN-X3000-83488,06/02/2024,100,120V,2026/06/02,Decommissioned,<b>Substation B switchgear bay</b>
EQ-7017,C-1103,X-7000,SN-X7000-98918,04/15/2021,500,480V,2023-04-15T00:00:00Z,in service,<b>Substation B switchgear bay</b>
EQ-7437,C-1519,X-5000,SN-X5000-87483,04-21-2022,250,240V,2024-04-20,In Service,Primary power grid node
EQ-5268,C-1367,X-3000,SN-X3000-46353,2021-11-07,100,120V,11/06/2024,Decommissioned,High humidity bay installation
EQ-7155,C-1050,X-7000,SN-X7000-98149,07/16/2022,500,480V,2024-07-15T00:00:00Z,IN SERVICE,<p>Rooftop solar coupler</p>
EQ-6975,C-1009,X-12000,SN-X12000-80409,03/04/2022,1500,600V,2024/03/03,Decommissioned,High humidity bay installation
EQ-6791,C-1347,X-3000,SN-X3000-64551,2021-09-06T00:00:00Z,100,120V,09-06-2023,Standby,High humidity bay installation
EQ-5364,C-1115,X-5000,SN-X5000-72391,10/20/2022,250,240V,2025-10-19,IN SERVICE,Underground vault 4
EQ-7007,C-1156,X-7000,SN-X7000-17036,2024-06-22,500,480V,06/22/2026,In Service,Primary power grid node
EQ-7141,C-1427,X-3000,SN-X3000-27644,2022-05-11T00:00:00Z,100,120V,2025/05/10,Standby,Underground vault 4
EQ-5501,C-1045,X-12000,SN-X12000-26803,2024-01-12,1500,600V,01/11/2025,In Service,Backup unit near loading dock
EQ-6699,C-1261,X-7000,SN-X7000-69886,2023-02-07T00:00:00Z,500,480V,02/07/2024,Decommissioned,Primary power grid node
EQ-6480,C-1456,X-12000,SN-X12000-30219,2022-08-16T00:00:00Z,1500,600V,2024-08-15T00:00:00Z,IN SERVICE,Primary power grid node
EQ-6437,C-1224,X-3000,SN-X3000-44108,2023-11-12,100,120V,11/11/2024,Decommissioned,Underground vault 4
EQ-7034,C-1183,X-5000,SN-X5000-53599,02/06/2024,250,240V,02/05/2027,In Service,Primary power grid node
EQ-5786,C-1182,X-5000,SN-X5000-26368,04/17/2021,250,240V,04/17/2023,IN SERVICE,Backup unit near loading dock
EQ-5115,C-1373,X-3000,SN-X3000-84308,2022/04/06,100,120V,2023-04-06,Standby,High humidity bay installation
EQ-5973,C-1338,X-9000,NULL,2021/10/22,1000,480V,2024-10-21T00:00:00Z,Decommissioned,Rooftop solar coupler
EQ-6964,C-1479,X-7000,SN-X7000-10497,12-06-2021,500,480V,12-06-2022,Maintenance,Primary power grid node
EQ-6844,C-1144,X-9000,SN-X9000-67537,04-16-2023,1000,480V,2026-04-15T00:00:00Z,in service,Rooftop solar coupler
EQ-7395,C-1012,X-9000,SN-X9000-46889,11-04-2021,1000,480V,11-04-2023,Standby,Primary power grid node
EQ-6217,C-1451,X-12000,SN-X12000-12958,2023-05-30T00:00:00Z,1500,600V,05/29/2024,in service,NULL
EQ-6622,C-1466,X-7000,SN-X7000-94088,2022/09/05,500,480V,2024/09/04,in service,Substation B switchgear bay
EQ-6031,C-1081,X-7000,SN-X7000-87435,2022-05-12,500,480V,05/11/2025,Maintenance,Backup unit near loading dock
EQ-6359,C-1468,X-5000,SN-X5000-59190,2021-08-02,250,240V,2022-08-02,Decommissioned,High humidity bay installation
EQ-5755,C-1337,X-3000,SN-X3000-18383,07/03/2021,100,120V,2023-07-03,IN SERVICE,Substation B switchgear bay
EQ-6973,C-1031,X-9000,SN-X9000-38990,2023-07-04,1000,480V,07/03/2025,Maintenance,High humidity bay installation
EQ-6148,C-1506,X-7000,SN-X7000-25767,10/14/2022,500,480V,10-13-2024,In Service,<p>Substation B switchgear bay</p>
EQ-6581,C-1379,X-5000,SN-X5000-26558,2022/08/01,250,240V,2023-08-01,Standby,Backup unit near loading dock
EQ-6204,C-1485,X-12000,SN-X12000-17648,06/02/2021,1500,600V,06/02/2023,In Service,Substation B switchgear bay
EQ-6418,C-1182,X-7000,SN-X7000-36792,11/03/2022,500,480V,2025/11/02,IN SERVICE,High humidity bay installation
EQ-6282,C-1238,X-9000,NULL,05/12/2022,1000,480V,2023-05-12,Decommissioned,<strong>Primary power grid node</strong>
EQ-6986,C-1124,X-9000,SN-X9000-25070,04/15/2023,1000,480V,2024-04-14T00:00:00Z,In Service,<p>Primary power grid node</p>
EQ-5679,C-1090,X-9000,SN-X9000-56404,2022-07-06T00:00:00Z,1000,480V,07-06-2023,IN SERVICE,Rooftop solar coupler
EQ-5947,C-1139,X-7000,SN-X7000-46419,02-22-2022,500,480V,02/22/2023,In Service,<strong>Rooftop solar coupler</strong>
EQ-5585,C-1265,X-9000,SN-X9000-45215,10-06-2021,1000,480V,10-06-2022,In Service,Underground vault 4
EQ-6367,C-1096,X-12000,SN-X12000-69443,08/25/2023,1500,600V,08/24/2025,In Service,Backup unit near loading dock
EQ-7073,C-1179,X-7000,SN-X7000-38944,06/22/2021,500,480V,06/22/2023,In Service,<html>Primary power grid node</html>
EQ-6889,C-1364,X-5000,SN-X5000-35775,2021-12-10T00:00:00Z,250,240V,12/09/2024,Standby,Substation B switchgear bay
EQ-6553,C-1147,X-12000,SN-X12000-85985,2022-12-04,1500,600V,2024/12/03,Maintenance,Primary power grid node
EQ-5033,C-1083,X-3000,SN-X3000-33412,02/20/2022,100,120V,2025/02/19,Maintenance,Substation B switchgear bay
EQ-6606,C-1391,X-5000,SN-X5000-27310,01-29-2023,250,240V,01-29-2024,In Service,Rooftop solar coupler
EQ-6662,C-1353,X-12000,SN-X12000-94881,2023-10-22T00:00:00Z,1500,600V,10-21-2024,In Service,Rooftop solar coupler
EQ-5362,C-1485,X-5000,SN-X5000-38119,2022-06-22T00:00:00Z,250,240V,2024/06/21,In Service,Primary power grid node
EQ-7198,C-1242,X-5000,SN-X5000-94520,2022/03/18,250,240V,03-17-2025,Decommissioned,<div>Primary power grid node</div>
EQ-6036,C-1163,X-3000,SN-X3000-52068,2023/10/13,100,120V,10/12/2025,in service,Underground vault 4
EQ-6705,C-1457,X-3000,SN-X3000-26012,02/05/2023,100,120V,02/05/2024,Standby,High humidity bay installation
EQ-7059,C-1489,X-5000,SN-X5000-41849,01/05/2022,250,240V,2024-01-05,Maintenance,Substation B switchgear bay
EQ-6002,C-1052,X-3000,SN-X3000-30884,2023/07/03,100,120V,2024-07-02T00:00:00Z,Decommissioned,Backup unit near loading dock
EQ-7217,C-1491,X-9000,SN-X9000-31644,08/17/2021,1000,480V,2023-08-17T00:00:00Z,IN SERVICE,Underground vault 4
EQ-5405,C-1292,X-9000,SN-X9000-22088,09-05-2022,1000,480V,09/05/2023,In Service,Underground vault 4
EQ-7190,C-1273,X-5000,SN-X5000-59982,2023/11/17,250,240V,11/16/2025,In Service,Underground vault 4
EQ-5812,C-1143,X-12000,SN-X12000-38968,2023-05-06T00:00:00Z,1500,600V,2024-05-05T00:00:00Z,Standby,Underground vault 4
EQ-6894,C-1237,X-12000,SN-X12000-78471,03/20/2024,1500,600V,2026-03-20T00:00:00Z,Decommissioned,Backup unit near loading dock
EQ-6193,C-1064,X-9000,SN-X9000-19483,06/21/2021,1000,480V,06-21-2022,in service,Backup unit near loading dock
EQ-6859,C-1010,X-7000,SN-X7000-21081,12/01/2023,500,480V,2026/11/30,Standby,High humidity bay installation
EQ-6088,C-1376,X-5000,SN-X5000-35311,03/23/2024,250,240V,03/23/2027,in service,Rooftop solar coupler
